BFI,BASIN,SITENUM,YEAR,LAT,LONG,PRECIP_MM,TEMP_C,AREA_KM2,SLOPE_DEGREES,ELEVATION_MASL,ET_MM,SOIL_A_PERCENT,SOIL_B_PERCENT,SOIL_C_PERCENT,SOIL_D_PERCENT,SOIL_A_D_PERCENT,SOIL_B_D_PERCENT,SOIL_C_D_PERCENT,LC_UNCLASSIFIED_PERCENT,LC_OPEN_WATER_PERCENT,LC_DEVELOPED_OPEN_SPACE_PERCENT,LC_DEVELOPED_LOW_INTENSITY_PERCENT,LC_DEVELOPED_MEDIUM_INTENSITY_PERCENT,LC_DEVELOPED_HIGH_INTENSITY_PERCENT,LC_BARREN_LAND_PERCENT,LC_DECIDUOUS_FOREST_PERCENT,LC_EVERGREEN_FOREST_PERCENT,LC_MIXED_FOREST_PERCENT,LC_SHRUB_PERCENT,LC_HERBACEOUS_PERCENT,LC_HAY_PASTURE_PERCENT,LC_CULTIVATED_CROPS_PERCENT,LC_WOODY_WETLANDS_PERCENT,LC_EMERGENT_HERBACEOUS_WETLANDS_PERCENT,KARST_PERCENT,IGNEOUS_INTRUSIVE_PERCENT,SEDIMENTARY_CLASTIC_PERCENT,METAMORPHIC_AND_SEDIMENTARY_UNDIFFERENTIATED_PERCENT,IGNEOUS_AND_SEDIMENTARY_UNDIFFERENTIATED_PERCENT,METAMORPHIC_SCHIST_PERCENT,SEDIMENTARY_UNDIFFERENTIATED_PERCENT,IGNEOUS_VOLCANIC_PERCENT,METAMORPHIC_UNDIFFERENTIATED_PERCENT,UNCONSOLIDATED_UNDIFFERENTIATED_PERCENT,IGNEOUS_UNDIFFERENTIATED_PERCENT,METAMORPHIC_GNEISS_PERCENT,METAMORPHIC_VOLCANIC_PERCENT,METAMORPHIC_SEDIMENTARY_CLASTIC_PERCENT,ASPECT_FLAT_PERCENT,ASPECT_NORTH_PERCENT,ASPECT_SOUTH_PERCENT
0.239,KANAB PLATEAU,9382000,1971,36.87220977,-111.5946052,28.1043644,10.8147974,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.176,KANAB PLATEAU,9382000,1972,36.87220977,-111.5946052,28.13063049,11.5272007,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.406,KANAB PLATEAU,9382000,1973,36.87220977,-111.5946052,29.51771545,10.786768,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.473,KANAB PLATEAU,9382000,1974,36.87220977,-111.5946052,23.79498291,11.599988,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.378,KANAB PLATEAU,9382000,1975,36.87220977,-111.5946052,28.17310524,10.4825783,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.515,KANAB PLATEAU,9382000,1976,36.87220977,-111.5946052,23.41287231,11.3120518,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.48,KANAB PLATEAU,9382000,1977,36.87220977,-111.5946052,22.39986229,11.8643923,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.271,KANAB PLATEAU,9382000,1978,36.87220977,-111.5946052,51.20634842,11.2844706,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.374,KANAB PLATEAU,9382000,1979,36.87220977,-111.5946052,31.44126511,10.9205675,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.314,KANAB PLATEAU,9382000,1980,36.87220977,-111.5946052,44.90858078,11.7622023,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.375,KANAB PLATEAU,9382000,1981,36.87220977,-111.5946052,37.47511673,12.79706,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.459,KANAB PLATEAU,9382000,1982,36.87220977,-111.5946052,43.47585678,10.8379459,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.534,KANAB PLATEAU,9382000,1983,36.87220977,-111.5946052,44.90916443,11.3851118,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.535,KANAB PLATEAU,9382000,1984,36.87220977,-111.5946052,32.95582581,11.3921986,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.438,KANAB PLATEAU,9382000,1985,36.87220977,-111.5946052,32.25670624,11.6381931,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.396,KANAB PLATEAU,9382000,1986,36.87220977,-111.5946052,30.69053268,12.1839199,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.38,KANAB PLATEAU,9382000,1987,36.87220977,-111.5946052,37.05988312,11.1817637,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.444,KANAB PLATEAU,9382000,1988,36.87220977,-111.5946052,28.92724991,11.7140598,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.459,KANAB PLATEAU,9382000,1989,36.87220977,-111.5946052,17.50005722,12.0068493,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.406,KANAB PLATEAU,9382000,1990,36.87220977,-111.5946052,26.75394821,11.487237,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.482,KANAB PLATEAU,9382000,1991,36.87220977,-111.5946052,27.38952446,11.1641655,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.257,KANAB PLATEAU,9382000,1992,36.87220977,-111.5946052,43.41584778,11.5186091,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.361,KANAB PLATEAU,9382000,1993,36.87220977,-111.5946052,43.79438019,11.3099394,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.403,KANAB PLATEAU,9382000,1994,36.87220977,-111.5946052,27.5321579,11.9397736,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.451,KANAB PLATEAU,9382000,1995,36.87220977,-111.5946052,39.6881485,12.0775251,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.536,KANAB PLATEAU,9382000,1996,36.87220977,-111.5946052,27.14555931,12.5316887,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.294,KANAB PLATEAU,9382000,1997,36.87220977,-111.5946052,34.0096817,11.7692289,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.4,KANAB PLATEAU,9382000,1998,36.87220977,-111.5946052,43.66303253,11.0197926,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.319,KANAB PLATEAU,9382000,1999,36.87220977,-111.5946052,24.10178185,12.020236,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.353,KANAB PLATEAU,9382000,2000,36.87220977,-111.5946052,29.8086338,12.6506157,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.474,KANAB PLATEAU,9382000,2001,36.87220977,-111.5946052,26.54747963,12.2991447,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.456,KANAB PLATEAU,9382000,2002,36.87220977,-111.5946052,17.3106575,12.2195606,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.464,KANAB PLATEAU,9382000,2003,36.87220977,-111.5946052,27.21397591,12.7914867,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.299,KANAB PLATEAU,9382000,2004,36.87220977,-111.5946052,43.49078751,11.8649559,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.395,KANAB PLATEAU,9382000,2005,36.87220977,-111.5946052,41.24599838,12.0267773,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.305,KANAB PLATEAU,9382000,2006,36.87220977,-111.5946052,28.35934639,12.1019735,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.294,KANAB PLATEAU,9382000,2007,36.87220977,-111.5946052,21.60372543,12.5791445,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.376,KANAB PLATEAU,9382000,2008,36.87220977,-111.5946052,28.74404907,11.677392,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.519,KANAB PLATEAU,9382000,2009,36.87220977,-111.5946052,17.77061272,11.8555088,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.326,KANAB PLATEAU,9382000,2010,36.87220977,-111.5946052,43.88002777,11.5793867,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.489,KANAB PLATEAU,9382000,2011,36.87220977,-111.5946052,23.80463791,11.2867079,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.392,KANAB PLATEAU,9382000,2012,36.87220977,-111.5946052,25.86604309,12.8186579,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.318,KANAB PLATEAU,9382000,2013,36.87220977,-111.5946052,30.51532364,11.5856495,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.321,KANAB PLATEAU,9382000,2014,36.87220977,-111.5946052,22.54158783,12.7785339,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.326,KANAB PLATEAU,9382000,2015,36.87220977,-111.5946052,38.22392273,12.3850107,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.36,KANAB PLATEAU,9382000,2016,36.87220977,-111.5946052,34.87621307,12.5137234,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.421,KANAB PLATEAU,9382000,2017,36.87220977,-111.5946052,25.61823463,13.0339794,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.355,KANAB PLATEAU,9382000,2018,36.87220977,-111.5946052,27.37820625,12.8667755,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.349,KANAB PLATEAU,9382000,2019,36.87220977,-111.5946052,38.99230957,11.3198538,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.579,KANAB PLATEAU,9382000,2020,36.87220977,-111.5946052,13.84476566,12.9336529,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
0.296,KANAB PLATEAU,9382000,2021,36.87220977,-111.5946052,27.33029938,12.6947107,17104.08894,10.342639,1744.879395,161.9054565,0.0749905,0.2735048,0.1527938,0.4440774,0,0,0,0,5.00E-04,0.0019,5.00E-04,2.00E-04,0,0.0226,1.00E-04,0.1388,0,0.455,0.0229,1.00E-04,0,4.00E-04,1.00E-04,0.8571,0.0012,0.244,0.0115,0,0,0.6349,0.0609,0.0023,0.0445,0,0,8.00E-04,0,3.00E-04,0.3463,0.2967
