BFI,BASIN,SITENUM,YEAR,LAT,LONG,PRECIP_MM,TEMP_C,AREA_KM2,SLOPE_DEGREES,ELEVATION_MASL,ET_MM,SOIL_A_PERCENT,SOIL_B_PERCENT,SOIL_C_PERCENT,SOIL_D_PERCENT,SOIL_A_D_PERCENT,SOIL_B_D_PERCENT,SOIL_C_D_PERCENT,LC_UNCLASSIFIED_PERCENT,LC_OPEN_WATER_PERCENT,LC_DEVELOPED_OPEN_SPACE_PERCENT,LC_DEVELOPED_LOW_INTENSITY_PERCENT,LC_DEVELOPED_MEDIUM_INTENSITY_PERCENT,LC_DEVELOPED_HIGH_INTENSITY_PERCENT,LC_BARREN_LAND_PERCENT,LC_DECIDUOUS_FOREST_PERCENT,LC_EVERGREEN_FOREST_PERCENT,LC_MIXED_FOREST_PERCENT,LC_SHRUB_PERCENT,LC_HERBACEOUS_PERCENT,LC_HAY_PASTURE_PERCENT,LC_CULTIVATED_CROPS_PERCENT,LC_WOODY_WETLANDS_PERCENT,LC_EMERGENT_HERBACEOUS_WETLANDS_PERCENT,KARST_PERCENT,IGNEOUS_INTRUSIVE_PERCENT,SEDIMENTARY_CLASTIC_PERCENT,METAMORPHIC_AND_SEDIMENTARY_UNDIFFERENTIATED_PERCENT,IGNEOUS_AND_SEDIMENTARY_UNDIFFERENTIATED_PERCENT,METAMORPHIC_SCHIST_PERCENT,SEDIMENTARY_UNDIFFERENTIATED_PERCENT,IGNEOUS_VOLCANIC_PERCENT,METAMORPHIC_UNDIFFERENTIATED_PERCENT,UNCONSOLIDATED_UNDIFFERENTIATED_PERCENT,IGNEOUS_UNDIFFERENTIATED_PERCENT,METAMORPHIC_GNEISS_PERCENT,METAMORPHIC_VOLCANIC_PERCENT,METAMORPHIC_SEDIMENTARY_CLASTIC_PERCENT,ASPECT_FLAT_PERCENT,ASPECT_NORTH_PERCENT,ASPECT_SOUTH_PERCENT
0.349,AGUA FRIA,9512800,1981,34.01558948,-112.1679378,35.55819702,17.0639458,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.628,AGUA FRIA,9512500,2011,34.3153073,-112.0640455,23.54400253,16.7393494,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.439,AGUA FRIA,9512500,2009,34.3153073,-112.0640455,21.91485977,17.1646195,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.18,AGUA FRIA,9512800,2019,34.01558948,-112.1679378,51.30288315,16.3723393,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.119,AGUA FRIA,9512500,2012,34.3153073,-112.0640455,27.63560677,17.5775833,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.206,AGUA FRIA,9512800,1987,34.01558948,-112.1679378,41.74415207,16.0843868,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.185,AGUA FRIA,9512800,1988,34.01558948,-112.1679378,34.1000824,16.5611534,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.36,AGUA FRIA,9512800,1989,34.01558948,-112.1679378,23.61885452,17.2818108,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.305,AGUA FRIA,9512500,1975,34.3153073,-112.0640455,25.24977493,15.5418177,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.207,AGUA FRIA,9512800,1993,34.01558948,-112.1679378,59.15763474,16.3249607,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.389,AGUA FRIA,9512800,1994,34.01558948,-112.1679378,35.0826149,16.674715,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.17,AGUA FRIA,9512800,1995,34.01558948,-112.1679378,40.49557114,16.9224834,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.226,AGUA FRIA,9512501,1943,34.3153073,-112.0640455,33.67177963,16.9707356,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.571,AGUA FRIA,9512495,1955,34.31502955,-112.0648788,36.95727158,15.4409332,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.627,AGUA FRIA,9512495,1956,34.31502955,-112.0648788,15.44797134,16.4863968,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.18,AGUA FRIA,9512500,2019,34.3153073,-112.0640455,51.30288315,16.3723393,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.375,AGUA FRIA,9512495,1954,34.31502955,-112.0648788,35.25289154,16.8631115,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.252,AGUA FRIA,9512800,1986,34.01558948,-112.1679378,37.82058716,16.5034447,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.327,AGUA FRIA,9512500,2022,34.3153073,-112.0640455,29.61289215,17.4570255,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.155,AGUA FRIA,9512501,1941,34.3153073,-112.0640455,59.40297699,15.1309414,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.425,AGUA FRIA,9512501,1942,34.3153073,-112.0640455,23.75898552,15.8490057,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.185,AGUA FRIA,9512500,1944,34.3153073,-112.0640455,38.93370819,15.332674,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.221,AGUA FRIA,9512501,1944,34.3153073,-112.0640455,38.93370819,15.332674,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.233,AGUA FRIA,9512501,1945,34.3153073,-112.0640455,31.01336479,15.5934858,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.262,AGUA FRIA,9512501,1946,34.3153073,-112.0640455,37.50984955,15.9644785,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.307,AGUA FRIA,9512501,1947,34.3153073,-112.0640455,24.52406883,16.1101837,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.166,AGUA FRIA,9512501,1948,34.3153073,-112.0640455,28.65599251,15.8307085,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.151,AGUA FRIA,9512501,1949,34.3153073,-112.0640455,37.67977142,15.4620066,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.231,AGUA FRIA,9512501,1950,34.3153073,-112.0640455,19.88333702,17.0062771,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.115,AGUA FRIA,9512500,2020,34.3153073,-112.0640455,19.51572609,17.9200726,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.143,AGUA FRIA,9512500,2021,34.3153073,-112.0640455,35.26018524,17.6593285,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.153,AGUA FRIA,9512500,1941,34.3153073,-112.0640455,59.40297699,15.1309414,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.368,AGUA FRIA,9512500,1942,34.3153073,-112.0640455,23.75898552,15.8490057,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.169,AGUA FRIA,9512800,2006,34.01558948,-112.1679378,21.45165253,17.1530933,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.366,AGUA FRIA,9512500,1974,34.3153073,-112.0640455,33.96826935,16.2055683,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.268,AGUA FRIA,9512800,2009,34.01558948,-112.1679378,21.91485977,17.1646195,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.122,AGUA FRIA,9512800,2010,34.01558948,-112.1679378,46.4621048,16.5737648,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.444,AGUA FRIA,9512800,2011,34.01558948,-112.1679378,23.54400253,16.7393494,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.487,AGUA FRIA,9512495,1942,34.31502955,-112.0648788,23.75898552,15.8490057,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.458,AGUA FRIA,9512495,1943,34.31502955,-112.0648788,33.67177963,16.9707356,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.226,AGUA FRIA,9512495,1944,34.31502955,-112.0648788,38.93370819,15.332674,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.384,AGUA FRIA,9512495,1945,34.31502955,-112.0648788,31.01336479,15.5934858,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.248,AGUA FRIA,9512800,1998,34.01558948,-112.1679378,44.71288681,15.5874119,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.278,AGUA FRIA,9512800,2001,34.01558948,-112.1679378,29.23432922,17.0290413,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.112,AGUA FRIA,9512800,2003,34.01558948,-112.1679378,37.61268234,17.4687138,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.168,AGUA FRIA,9512800,2005,34.01558948,-112.1679378,40.86440659,17.037117,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.459,AGUA FRIA,9512495,1950,34.31502955,-112.0648788,19.88333702,17.0062771,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.123,AGUA FRIA,9512500,1980,34.3153073,-112.0640455,50.30716324,16.5101414,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.108,AGUA FRIA,9512500,1948,34.3153073,-112.0640455,28.65599251,15.8307085,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.163,AGUA FRIA,9512500,1977,34.3153073,-112.0640455,29.51813889,16.4313679,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.214,AGUA FRIA,9512500,1979,34.3153073,-112.0640455,34.68247223,15.790473,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.436,AGUA FRIA,9512495,1946,34.31502955,-112.0648788,37.50984955,15.9644785,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
0.523,AGUA FRIA,9512495,1947,34.31502955,-112.0648788,24.52406883,16.1101837,4800.94081,13.3722534,1230.232788,147.9606628,0.000116,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9.00E-04,2.00E-04,1.00E-04,0,0.0771,0,0.5243,0.0653,0,1.00E-04,0.001,2.00E-04,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9.00E-04,0.3035,0.3774
