Lat,Long
35.018396430000003,-112.4030767
34.950405750000002,-112.3414624
34.902409859999999,-112.0652123
34.926755739999997,-111.6635915
34.884835930000001,-112.3758628
34.866889909999998,-112.4142624
34.755915739999999,-112.0293317
34.749380830000000,-111.7612931
34.679788469999998,-111.934036
34.664733310000003,-111.9393761
