CID,Lat,Long
1,32.971182210000002,-110.768514159999995
1,32.918474910000000,-110.518136209999994
1,32.863333249999997,-110.600661639999998
1,32.843789010000002,-110.619176600000003
1,32.847730370000001,-110.637325090000004
1,32.447348040000001,-110.484869869999997
1,32.387499030000001,-110.457982950000002
1,32.337855570000002,-110.327847059999996
1,32.179678060000001,-110.297421420000006
1,32.213296530000001,-110.399862679999998
