KEY,LAT,LONG,BFI,BFI_log,HUC8,YEAR,PRECIP_MM,TEMP_C,AREA_KM2,SLOPE_DEGREES,ELEVATION_FT,ET_MM,SOIL_A_PERCENT,SOIL_B_PERCENT,SOIL_C_PERCENT,SOIL_D_PERCENT,SOIL_A_D_PERCENT,SOIL_B_D_PERCENT,SOIL_C_D_PERCENT,LC_UNCLASSIFIED_PERCENT,LC_OPEN_WATER_PERCENT,LC_DEVELOPED_OPEN_SPACE_PERCENT,LC_DEVELOPED_LOW_INTENSITY_PERCENT,LC_DEVELOPED_MEDIUM_INTENSITY_PERCENT,LC_DEVELOPED_HIGH_INTENSITY_PERCENT,LC_BARREN_LAND_PERCENT,LC_DECIDUOUS_FOREST_PERCENT,LC_EVERGREEN_FOREST_PERCENT,LC_MIXED_FOREST_PERCENT,LC_SHRUB_PERCENT,LC_HERBACEOUS_PERCENT,LC_HAY_PASTURE_PERCENT,LC_CULTIVATED_CROPS_PERCENT,LC_WOODY_WETLANDS_PERCENT,LC_EMERGENT_HERBACEOUS_WETLANDS_PERCENT,KARST_PERCENT,IGNEOUS_INTRUSIVE_PERCENT,SEDIMENTARY_CLASTIC_PERCENT,METAMORPHIC_AND_SEDIMENTARY_UNDIFFERENTIATED_PERCENT,IGNEOUS_AND_SEDIMENTARY_UNDIFFERENTIATED_PERCENT,METAMORPHIC_SCHIST_PERCENT,SEDIMENTARY_UNDIFFERENTIATED_PERCENT,IGNEOUS_VOLCANIC_PERCENT,METAMORPHIC_UNDIFFERENTIATED_PERCENT,UNCONSOLIDATED_UNDIFFERENTIATED_PERCENT,IGNEOUS_UNDIFFERENTIATED_PERCENT,METAMORPHIC_GNEISS_PERCENT,METAMORPHIC_VOLCANIC_PERCENT,METAMORPHIC_SEDIMENTARY_CLASTIC_PERCENT,ASPECT_FLAT_PERCENT,ASPECT_NORTH_PERCENT,ASPECT_SOUTH_PERCENT,Predicted_BFI,Recharge_mm
9466500_1950,33.18561278,-110.2200903,0.356,-0.592767995,15040005,1950,203.93,15.9201,7171.8005,11.832,2520.368,407.133,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.377,0
9466500_1951,33.18561278,-110.2200903,0.367,-0.545108574,15040005,1951,402.28,15.0707,7171.8005,11.832,2520.368,407.133,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.354,0
9466500_1952,33.18561278,-110.2200903,0.213,-1.306936083,15040005,1952,399.48,15.0104,7171.8005,11.832,2520.368,407.133,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.309,0
9448500_1968,32.8827222,-109.4796056,0.595,0.384674338,15040005,1968,359.18,14.5614,7171.8005,11.832,3143.237,422.0833,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.576,0
9448500_1969,32.8827222,-109.4796056,0.567,0.269621576,15040005,1969,325.09,15.3537,7171.8005,11.832,3143.237,330.5708,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.534,0
9448500_1970,32.8827222,-109.4796056,0.624,0.506561225,15040005,1970,294.02,14.9427,7171.8005,11.832,3143.237,295.3239,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.586,0
9448500_1971,32.8827222,-109.4796056,0.377,-0.502301331,15040005,1971,348.11,14.7752,7171.8005,11.832,3143.237,354.702,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.482,0
9448500_1972,32.8827222,-109.4796056,0.292,-0.885690291,15040005,1972,429.27,15.4357,7171.8005,11.832,3143.237,407.9473,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.411,8.7636297
9448500_1973,32.8827222,-109.4796056,0.587,0.351577227,15040005,1973,312.63,14.543,7171.8005,11.832,3143.237,368.8134,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.561,0
9448500_1974,32.8827222,-109.4796056,0.569,0.277772344,15040005,1974,355.12,15.0617,7171.8005,11.832,3143.237,348.8496,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.543,3.4048272
9448500_1975,32.8827222,-109.4796056,0.446,-0.216845735,15040005,1975,339.4,14.1694,7171.8005,11.832,3143.237,346.7625,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.522,0
9448500_1976,32.8827222,-109.4796056,0.576,0.306374205,15040005,1976,308.71,14.5431,7171.8005,11.832,3143.237,332.7528,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.57,0
9448500_1977,32.8827222,-109.4796056,0.488,-0.048009219,15040005,1977,354.3,15.5465,7171.8005,11.832,3143.237,436.8005,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.551,0
9448500_1978,32.8827222,-109.4796056,0.213,-1.306936083,15040005,1978,589.1,15.2731,7171.8005,11.832,3143.237,533.6057,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.318,17.6471874
9448500_1979,32.8827222,-109.4796056,0.596,0.388825789,15040005,1979,382.51,14.5368,7171.8005,11.832,3143.237,422.2159,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.49,0
9448500_1980,32.8827222,-109.4796056,0.411,-0.359832969,15040005,1980,394.81,15.2012,7171.8005,11.832,3143.237,409.3431,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.438,0
9448500_1981,32.8827222,-109.4796056,0.605,0.426342693,15040005,1981,330.47,15.8529,7171.8005,11.832,3143.237,404.3243,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.551,0
9448500_1982,32.8827222,-109.4796056,0.508,0.032002731,15040005,1982,480.08,14.7773,7171.8005,11.832,3143.237,517.7159,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.451,0
9448500_1983,32.8827222,-109.4796056,0.383,-0.476834035,15040005,1983,636.22,14.795,7171.8005,11.832,3143.237,682.2431,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.273,0
9448500_1984,32.8827222,-109.4796056,0.376,-0.506561225,15040005,1984,490.06,14.953,7171.8005,11.832,3143.237,517.7609,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.436,0
9448500_1985,32.8827222,-109.4796056,0.583,0.335100965,15040005,1985,457.23,14.9392,7171.8005,11.832,3143.237,500.8452,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.438,0
9448500_1986,32.8827222,-109.4796056,0.594,0.38052616,15040005,1986,482.84,15.4658,7171.8005,11.832,3143.237,491.1468,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.506,0
9448500_1987,32.8827222,-109.4796056,0.644,0.592767995,15040005,1987,392.98,14.7336,7171.8005,11.832,3143.237,434.0208,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.527,0
9448500_1988,32.8827222,-109.4796056,0.53,0.120144312,15040005,1988,423.65,15.2792,7171.8005,11.832,3143.237,433.2278,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.503,0
9448500_1989,32.8827222,-109.4796056,0.75,1.098612289,15040005,1989,226.01,16.0581,7171.8005,11.832,3143.237,260.9789,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.673,0
9448500_1990,32.8827222,-109.4796056,0.622,0.498045897,15040005,1990,478.48,15.1809,7171.8005,11.832,3143.237,454.0391,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.527,12.8803543
9448500_1991,32.8827222,-109.4796056,0.407,-0.376381214,15040005,1991,446.6,14.8216,7171.8005,11.832,3143.237,457.9136,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.424,0
9466500_1955,33.18561278,-110.2200903,0.178,-1.529956845,15040005,1955,337.94,14.7692,7171.8005,11.832,2520.368,407.133,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.379,0
9466500_1953,33.18561278,-110.2200903,0.331,-0.703665685,15040005,1953,225.72,14.9964,7171.8005,11.832,2520.368,407.133,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.412,0
9466500_1959,33.18561278,-110.2200903,0.151,-1.726779349,15040005,1959,397.95,15.4422,7171.8005,11.832,2520.368,425.9598,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.342,0
9466500_1956,33.18561278,-110.2200903,0.327,-0.721785159,15040005,1956,194.85,15.2845,7171.8005,11.832,2520.368,407.133,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.416,0
9466500_1957,33.18561278,-110.2200903,0.154,-1.703566757,15040005,1957,448.29,15.1473,7171.8005,11.832,2520.368,407.133,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.322,13.252554
9466500_1958,33.18561278,-110.2200903,0.315,-0.776846199,15040005,1958,500.14,15.4038,7171.8005,11.832,2520.368,452.1761,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.324,15.5403036
9466500_1980,33.18561278,-110.2200903,0.308,-0.809486173,15040005,1980,394.81,15.2012,7171.8005,11.832,2520.368,409.3431,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.314,0
9466500_1981,33.18561278,-110.2200903,0.471,-0.116130338,15040005,1981,330.47,15.8529,7171.8005,11.832,2520.368,404.3243,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.448,0
9466500_1982,33.18561278,-110.2200903,0.414,-0.347453816,15040005,1982,480.08,14.7773,7171.8005,11.832,2520.368,517.7159,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.433,0
9466500_1983,33.18561278,-110.2200903,0.343,-0.649953571,15040005,1983,636.22,14.795,7171.8005,11.832,2520.368,682.2431,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.268,0
9466500_1984,33.18561278,-110.2200903,0.291,-0.890532259,15040005,1984,490.06,14.953,7171.8005,11.832,2520.368,517.7609,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.369,0
9466500_1985,33.18561278,-110.2200903,0.51,0.040005335,15040005,1985,457.23,14.9392,7171.8005,11.832,2520.368,500.8452,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.374,0
9466500_1960,33.18561278,-110.2200903,0.356,-0.592767995,15040005,1960,286.08,15.1403,7171.8005,11.832,2520.368,326.1165,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.345,0
9466500_1961,33.18561278,-110.2200903,0.211,-1.318908187,15040005,1961,403.32,15.0075,7171.8005,11.832,2520.368,445.3886,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.323,0
9466500_1992,33.18561278,-110.2200903,0.519,0.076036613,15040005,1992,565.5,14.7777,7171.8005,11.832,2520.368,569.6152,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.412,0
9466500_1993,33.18561278,-110.2200903,0.307,-0.814182252,15040005,1993,487.35,15.2193,7171.8005,11.832,2520.368,402.1284,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.211,17.9817576
9466500_1994,33.18561278,-110.2200903,0.23,-1.208311206,15040005,1994,459.62,15.7486,7171.8005,11.832,2520.368,450.7365,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.339,3.0115065
9466500_1995,33.18561278,-110.2200903,0.428,-0.290015796,15040005,1995,293.28,15.8544,7171.8005,11.832,2520.368,342.4964,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.349,0
9466500_1996,33.18561278,-110.2200903,0.426,-0.29819005,15040005,1996,336.07,16.3469,7171.8005,11.832,2520.368,392.7764,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.365,0
9466500_1997,33.18561278,-110.2200903,0.451,-0.196631102,15040005,1997,388.57,15.6879,7171.8005,11.832,2520.368,388.3202,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.395,0.098671
9466500_1998,33.18561278,-110.2200903,0.545,0.180488376,15040005,1998,392.54,15.1683,7171.8005,11.832,2520.368,399.1412,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.413,0
9466500_1986,33.18561278,-110.2200903,0.555,0.220893832,15040005,1986,482.84,15.4658,7171.8005,11.832,2520.368,491.1468,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.46,0
9466500_1987,33.18561278,-110.2200903,0.581,0.326879837,15040005,1987,392.98,14.7336,7171.8005,11.832,2520.368,434.0208,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.446,0
9466500_1988,33.18561278,-110.2200903,0.479,-0.084049444,15040005,1988,423.65,15.2792,7171.8005,11.832,2520.368,433.2278,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.349,0
9466500_1989,33.18561278,-110.2200903,0.552,0.208754814,15040005,1989,226.01,16.0581,7171.8005,11.832,2520.368,260.9789,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.5,0
9466500_1990,33.18561278,-110.2200903,0.447,-0.212799407,15040005,1990,478.48,15.1809,7171.8005,11.832,2520.368,454.0391,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.329,8.0410561
9466500_1991,33.18561278,-110.2200903,0.267,-1.009897043,15040005,1991,446.6,14.8216,7171.8005,11.832,2520.368,457.9136,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.332,0
9466500_1965,33.18561278,-110.2200903,0.196,-1.41148461,15040005,1965,513.46,14.7296,7171.8005,11.832,2520.368,448.6843,0.0881,0.1173,0.388,0.6927,0,0,0,0,0.002,0.0051,0.0035,0.0015,4.00E-04,0.0017,0,0.1895,0,0.7131,0.0527,0,0.0178,0.0094,0.0033,0.1223,0.0975,0.2733,0,0,0,0.004,0.347,0.0491,0.2121,2.00E-04,0,0,0,0.0064,0.5019,0.4917,0.315,20.4043455
