HUC8,SITENUM,YEAR,LAT,LONG,BFI,PRECIP_MM,TEMP_C,AREA_KM2,SLOPE_DEGREES,ELEVATION_FT,ET_MM,SOIL_A_PERCENT,SOIL_B_PERCENT,SOIL_C_PERCENT,SOIL_D_PERCENT,SOIL_A_D_PERCENT,SOIL_B_D_PERCENT,SOIL_C_D_PERCENT,LC_UNCLASSIFIED_PERCENT,LC_OPEN_WATER_PERCENT,LC_DEVELOPED_OPEN_SPACE_PERCENT,LC_DEVELOPED_LOW_INTENSITY_PERCENT,LC_DEVELOPED_MEDIUM_INTENSITY_PERCENT,LC_DEVELOPED_HIGH_INTENSITY_PERCENT,LC_BARREN_LAND_PERCENT,LC_DECIDUOUS_FOREST_PERCENT,LC_EVERGREEN_FOREST_PERCENT,LC_MIXED_FOREST_PERCENT,LC_SHRUB_PERCENT,LC_HERBACEOUS_PERCENT,LC_HAY_PASTURE_PERCENT,LC_CULTIVATED_CROPS_PERCENT,LC_WOODY_WETLANDS_PERCENT,LC_EMERGENT_HERBACEOUS_WETLANDS_PERCENT,KARST_PERCENT,IGNEOUS_INTRUSIVE_PERCENT,SEDIMENTARY_CLASTIC_PERCENT,METAMORPHIC_AND_SEDIMENTARY_UNDIFFERENTIATED_PERCENT,IGNEOUS_AND_SEDIMENTARY_UNDIFFERENTIATED_PERCENT,METAMORPHIC_SCHIST_PERCENT,SEDIMENTARY_UNDIFFERENTIATED_PERCENT,IGNEOUS_VOLCANIC_PERCENT,METAMORPHIC_UNDIFFERENTIATED_PERCENT,UNCONSOLIDATED_UNDIFFERENTIATED_PERCENT,IGNEOUS_UNDIFFERENTIATED_PERCENT,METAMORPHIC_GNEISS_PERCENT,METAMORPHIC_VOLCANIC_PERCENT,METAMORPHIC_SEDIMENTARY_CLASTIC_PERCENT,ASPECT_FLAT_PERCENT,ASPECT_NORTH_PERCENT,ASPECT_SOUTH_PERCENT
15070102,9512500,1974,34.3153073,-112.0640455,0.366,337.07,18.0288,7115.792,9.0052,3482.317,353.886,0.0665,0.3292,0.3608,0.5901,0,0,0,0,0.0052,0.0374,0.0458,0.0667,0.0198,7e-4,0,0.0723,0,0.6684,0.0618,1e-4,0.0206,0.0011,3e-4,0.0902,0.165,0.0712,0,0.0098,0,0.0032,0.2356,0.0832,0.3258,0,0,0.1054,0,0.0011,0.3506,0.6484
15070102,9512800,2009,34.01558948,-112.1679378,0.268,199.44,19.1822,7115.792,9.0052,1801.672,284.0615,0.0665,0.3292,0.3608,0.5901,0,0,0,0,0.0052,0.0374,0.0458,0.0667,0.0198,7e-4,0,0.0723,0,0.6684,0.0618,1e-4,0.0206,0.0011,3e-4,0.0902,0.165,0.0712,0,0.0098,0,0.0032,0.2356,0.0832,0.3258,0,0,0.1054,0,0.0011,0.3506,0.6484
15070102,9512800,2010,34.01558948,-112.1679378,0.122,455.75,18.5681,7115.792,9.0052,1801.672,414.308,0.0665,0.3292,0.3608,0.5901,0,0,0,0,0.0052,0.0374,0.0458,0.0667,0.0198,7e-4,0,0.0723,0,0.6684,0.0618,1e-4,0.0206,0.0011,3e-4,0.0902,0.165,0.0712,0,0.0098,0,0.0032,0.2356,0.0832,0.3258,0,0,0.1054,0,0.0011,0.3506,0.6484
15070102,9512800,2011,34.01558948,-112.1679378,0.444,226.76,18.6456,7115.792,9.0052,1801.672,301.67,0.0665,0.3292,0.3608,0.5901,0,0,0,0,0.0052,0.0374,0.0458,0.0667,0.0198,7e-4,0,0.0723,0,0.6684,0.0618,1e-4,0.0206,0.0011,3e-4,0.0902,0.165,0.0712,0,0.0098,0,0.0032,0.2356,0.0832,0.3258,0,0,0.1054,0,0.0011,0.3506,0.6484
15070102,9512495,1942,34.31502955,-112.0648788,0.487,237.89,17.6015,7115.792,9.0052,3468.438,377.6241,0.0665,0.3292,0.3608,0.5901,0,0,0,0,0.0052,0.0374,0.0458,0.0667,0.0198,7e-4,0,0.0723,0,0.6684,0.0618,1e-4,0.0206,0.0011,3e-4,0.0902,0.165,0.0712,0,0.0098,0,0.0032,0.2356,0.0832,0.3258,0,0,0.1054,0,0.0011,0.3506,0.6484
15070102,9512495,1943,34.31502955,-112.0648788,0.458,334.12,18.605,7115.792,9.0052,3468.438,377.6241,0.0665,0.3292,0.3608,0.5901,0,0,0,0,0.0052,0.0374,0.0458,0.0667,0.0198,7e-4,0,0.0723,0,0.6684,0.0618,1e-4,0.0206,0.0011,3e-4,0.0902,0.165,0.0712,0,0.0098,0,0.0032,0.2356,0.0832,0.3258,0,0,0.1054,0,0.0011,0.3506,0.6484
15070102,9512495,1944,34.31502955,-112.0648788,0.226,377.65,17.0621,7115.792,9.0052,3468.438,377.6241,0.0665,0.3292,0.3608,0.5901,0,0,0,0,0.0052,0.0374,0.0458,0.0667,0.0198,7e-4,0,0.0723,0,0.6684,0.0618,1e-4,0.0206,0.0011,3e-4,0.0902,0.165,0.0712,0,0.0098,0,0.0032,0.2356,0.0832,0.3258,0,0,0.1054,0,0.0011,0.3506,0.6484
15070102,9512495,1945,34.31502955,-112.0648788,0.384,304.05,17.2554,7115.792,9.0052,3468.438,377.6241,0.0665,0.3292,0.3608,0.5901,0,0,0,0,0.0052,0.0374,0.0458,0.0667,0.0198,7e-4,0,0.0723,0,0.6684,0.0618,1e-4,0.0206,0.0011,3e-4,0.0902,0.165,0.0712,0,0.0098,0,0.0032,0.2356,0.0832,0.3258,0,0,0.1054,0,0.0011,0.3506,0.6484
15070102,9512800,1998,34.01558948,-112.1679378,0.248,456.33,17.6043,7115.792,9.0052,1801.672,454.9559,0.0665,0.3292,0.3608,0.5901,0,0,0,0,0.0052,0.0374,0.0458,0.0667,0.0198,7e-4,0,0.0723,0,0.6684,0.0618,1e-4,0.0206,0.0011,3e-4,0.0902,0.165,0.0712,0,0.0098,0,0.0032,0.2356,0.0832,0.3258,0,0,0.1054,0,0.0011,0.3506,0.6484
15070102,9512800,2001,34.01558948,-112.1679378,0.278,294.05,19.0354,7115.792,9.0052,1801.672,305.1614,0.0665,0.3292,0.3608,0.5901,0,0,0,0,0.0052,0.0374,0.0458,0.0667,0.0198,7e-4,0,0.0723,0,0.6684,0.0618,1e-4,0.0206,0.0011,3e-4,0.0902,0.165,0.0712,0,0.0098,0,0.0032,0.2356,0.0832,0.3258,0,0,0.1054,0,0.0011,0.3506,0.6484
15070102,9512800,2003,34.01558948,-112.1679378,0.112,389.83,19.3525,7115.792,9.0052,1801.672,362.2078,0.0665,0.3292,0.3608,0.5901,0,0,0,0,0.0052,0.0374,0.0458,0.0667,0.0198,7e-4,0,0.0723,0,0.6684,0.0618,1e-4,0.0206,0.0011,3e-4,0.0902,0.165,0.0712,0,0.0098,0,0.0032,0.2356,0.0832,0.3258,0,0,0.1054,0,0.0011,0.3506,0.6484
