CID,Lat,Long
1,35.018396430000003,-112.403076720000001
1,34.950405750000002,-112.341462410000005
1,34.902409859999999,-112.065212290000005
1,34.926755739999997,-111.663591470000000
1,34.884835930000001,-112.375862760000004
1,34.866889909999998,-112.414262399999998
1,34.755915739999999,-112.029331720000002
1,34.749380830000000,-111.761293050000006
1,34.679788469999998,-111.934035960000003
1,34.664733310000003,-111.939376139999993
