KEY,HUC8,YEAR,LAT,LONG,PRECIP_MM,TEMP_C,AREA_KM2,SLOPE_DEGREES,ELEV_FT,ET_MM,SOIL_A_PERCENT,SOIL_B_PERCENT,SOIL_C_PERCENT,SOIL_D_PERCENT,SOIL_A_D_PERCENT,SOIL_B_D_PERCENT,SOIL_C_D_PERCENT,LC_UNCLASSIFIED_PERCENT,LC_OPEN_WATER_PERCENT,LC_DEVELOPED_OPEN_SPACE_PERCENT,LC_DEVELOPED_LOW_INTENSITY_PERCENT,LC_DEVELOPED_MEDIUM_INTENSITY_PERCENT,LC_DEVELOPED_HIGH_INTENSITY_PERCENT,LC_BARREN_LAND_PERCENT,LC_DECIDUOUS_FOREST_PERCENT,LC_EVERGREEN_FOREST_PERCENT,LC_MIXED_FOREST_PERCENT,LC_SHRUB_PERCENT,LC_HERBACEOUS_PERCENT,LC_HAY_PASTURE_PERCENT,LC_CULTIVATED_CROPS_PERCENT,LC_WOODY_WETLANDS_PERCENT,LC_EMERGENT_HERBACEOUS_WETLANDS_PERCENT,KARST_PERCENT,IGNEOUS_INTRUSIVE_PERCENT,SEDIMENTARY_CLASTIC_PERCENT,METAMORPHIC_AND_SEDIMENTARY_UNDIFFERENTIATED_PERCENT,IGNEOUS_AND_SEDIMENTARY_UNDIFFERENTIATED_PERCENT,METAMORPHIC_SCHIST_PERCENT,SEDIMENTARY_UNDIFFERENTIATED_PERCENT,IGNEOUS_VOLCANIC_PERCENT,METAMORPHIC_UNDIFFERENTIATED_PERCENT,UNCONSOLIDATED_UNDIFFERENTIATED_PERCENT,IGNEOUS_UNDIFFERENTIATED_PERCENT,METAMORPHIC_GNEISS_PERCENT,METAMORPHIC_VOLCANIC_PERCENT,METAMORPHIC_SEDIMENTARY_CLASTIC_PERCENT,ASPECT_FLAT_PERCENT,ASPECT_NORTH_PERCENT,ASPECT_SOUTH_PERCENT
9402300_2004,15020016,2004,36.1952642,-111.7771024,27.4364,12.0117,6201.8726,5.0441,2775.573,137.256,0.1241,0.2529,0.1485,0.9133,0,0,0,0,2.00E-04,0.0014,0.0012,9.00E-04,2.00E-04,0.0176,0.0012,0.1362,1.00E-04,0.5769,0.2613,0,0,0.0029,1.00E-04,0.6747,0,0.3382,0,0,0,0.3368,0.2603,0,0.0644,0,0,0,0,0.0024,0.524,0.4735
9402300_2009,15020016,2009,36.1952642,-111.7771024,13.4884,12.1231,6201.8726,5.0441,2775.573,137.256,0.1241,0.2529,0.1485,0.9133,0,0,0,0,2.00E-04,0.0014,0.0012,9.00E-04,2.00E-04,0.0176,0.0012,0.1362,1.00E-04,0.5769,0.2613,0,0,0.0029,1.00E-04,0.6747,0,0.3382,0,0,0,0.3368,0.2603,0,0.0644,0,0,0,0,0.0024,0.524,0.4735
9402300_2010,15020016,2010,36.1952642,-111.7771024,25.7045,11.6799,6201.8726,5.0441,2775.573,137.256,0.1241,0.2529,0.1485,0.9133,0,0,0,0,2.00E-04,0.0014,0.0012,9.00E-04,2.00E-04,0.0176,0.0012,0.1362,1.00E-04,0.5769,0.2613,0,0,0.0029,1.00E-04,0.6747,0,0.3382,0,0,0,0.3368,0.2603,0,0.0644,0,0,0,0,0.0024,0.524,0.4735
9402300_2005,15020016,2005,36.1952642,-111.7771024,23.5196,12.2708,6201.8726,5.0441,2775.573,137.256,0.1241,0.2529,0.1485,0.9133,0,0,0,0,2.00E-04,0.0014,0.0012,9.00E-04,2.00E-04,0.0176,0.0012,0.1362,1.00E-04,0.5769,0.2613,0,0,0.0029,1.00E-04,0.6747,0,0.3382,0,0,0,0.3368,0.2603,0,0.0644,0,0,0,0,0.0024,0.524,0.4735
9402300_2011,15020016,2011,36.1952642,-111.7771024,20.1938,11.4923,6201.8726,5.0441,2775.573,137.256,0.1241,0.2529,0.1485,0.9133,0,0,0,0,2.00E-04,0.0014,0.0012,9.00E-04,2.00E-04,0.0176,0.0012,0.1362,1.00E-04,0.5769,0.2613,0,0,0.0029,1.00E-04,0.6747,0,0.3382,0,0,0,0.3368,0.2603,0,0.0644,0,0,0,0,0.0024,0.524,0.4735
9402000_2008,15020016,2008,35.9263819,-111.5673682,21.0767,11.9481,6201.8726,5.0441,4090.299,137.256,0.1241,0.2529,0.1485,0.9133,0,0,0,0,2.00E-04,0.0014,0.0012,9.00E-04,2.00E-04,0.0176,0.0012,0.1362,1.00E-04,0.5769,0.2613,0,0,0.0029,1.00E-04,0.6747,0,0.3382,0,0,0,0.3368,0.2603,0,0.0644,0,0,0,0,0.0024,0.524,0.4735
9537200_1995,15080301,1995,31.5900961,-109.5089559,25.5314,16.7121,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_1996,15080301,1996,31.5900961,-109.5089559,26.4015,17.1342,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_2000,15080301,2000,31.5900961,-109.5089559,40.2367,16.6856,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_2001,15080301,2001,31.5900961,-109.5089559,25.9167,16.1085,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_1998,15080301,1998,31.5900961,-109.5089559,24.6727,15.9673,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_1972,15080301,1972,31.5900961,-109.5089559,32.9355,16.0513,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_1973,15080301,1973,31.5900961,-109.5089559,22.8747,15.3971,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_1997,15080301,1997,31.5900961,-109.5089559,31.36,16.3415,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_1971,15080301,1971,31.5900961,-109.5089559,34.9949,15.5454,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_1976,15080301,1976,31.5900961,-109.5089559,27.3704,15.2492,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_1983,15080301,1983,31.5900961,-109.5089559,44.016,15.3768,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_1974,15080301,1974,31.5900961,-109.5089559,30.083,15.7969,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_1975,15080301,1975,31.5900961,-109.5089559,25.0712,15.2683,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_1986,15080301,1986,31.5900961,-109.5089559,40.0799,16.0582,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_1987,15080301,1987,31.5900961,-109.5089559,35.4373,15.212,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_1984,15080301,1984,31.5900961,-109.5089559,42.1488,15.642,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_1985,15080301,1985,31.5900961,-109.5089559,40.1893,15.6341,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_1990,15080301,1990,31.5900961,-109.5089559,34.6062,15.7451,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_1991,15080301,1991,31.5900961,-109.5089559,38.3545,15.3472,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_1992,15080301,1992,31.5900961,-109.5089559,37.0481,15.6282,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_1993,15080301,1993,31.5900961,-109.5089559,36.5392,16.179,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_2008,15080301,2008,31.5900961,-109.5089559,26.0154,16.3894,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_2009,15080301,2009,31.5900961,-109.5089559,20.9817,16.789,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_2013,15080301,2013,31.5900961,-109.5089559,29.8793,16.1419,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_2014,15080301,2014,31.5900961,-109.5089559,38.6071,17.0113,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_2015,15080301,2015,31.5900961,-109.5089559,33.3212,16.7214,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_2016,15080301,2016,31.5900961,-109.5089559,31.6641,16.9023,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_2002,15080301,2002,31.5900961,-109.5089559,22.7323,16.5923,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_1988,15080301,1988,31.5900961,-109.5089559,40.3331,15.7179,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_1989,15080301,1989,31.5900961,-109.5089559,22.7215,16.5832,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_1970,15080301,1970,31.5900961,-109.5089559,22.9013,15.6721,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_2005,15080301,2005,31.5900961,-109.5089559,24.1467,16.6939,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_2006,15080301,2006,31.5900961,-109.5089559,26.6588,16.5682,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_2007,15080301,2007,31.5900961,-109.5089559,30.5063,16.516,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_2003,15080301,2003,31.5900961,-109.5089559,19.1866,17.0597,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_2004,15080301,2004,31.5900961,-109.5089559,29.2993,15.8776,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_2017,15080301,2017,31.5900961,-109.5089559,24.0017,17.5081,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_2018,15080301,2018,31.5900961,-109.5089559,33.0247,17.0919,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_2021,15080301,2021,31.5900961,-109.5089559,30.911,17.1638,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9537200_2022,15080301,2022,31.5900961,-109.5089559,37.9234,16.4615,3119.9113,5.3493,4653.251,141.8436,0.159,0.0393,0.6464,0.5321,0,0,0,0,6.00E-04,0.0141,0.0029,0.0014,4.00E-04,5.00E-04,1.00E-04,0.0637,0.0022,0.7072,0.1622,1.00E-04,0.0445,0,0,0.3265,0.0328,0.1934,0,0,0,0.0306,0.1325,0.0028,0.5822,0.0181,0,0,0,4.00E-04,0.4272,0.572
9469500_1974,15050100,1974,33.1695055,-110.5312109,24.6081,20.1277,8508.0702,6.442,2315.452,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9469500_2007,15050100,2007,33.1695055,-110.5312109,20.7491,21.3515,8508.0702,6.442,2315.452,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9469500_2008,15050100,2008,33.1695055,-110.5312109,27.5389,20.8266,8508.0702,6.442,2315.452,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9469500_1975,15050100,1975,33.1695055,-110.5312109,21.8734,19.1917,8508.0702,6.442,2315.452,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9469500_1901,15050100,1901,33.1695055,-110.5312109,21.5479,19.7576,8508.0702,6.442,2315.452,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9469500_1919,15050100,1919,33.1695055,-110.5312109,37.7339,18.9849,8508.0702,6.442,2315.452,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9469500_1968,15050100,1968,33.1695055,-110.5312109,25.0295,19.6406,8508.0702,6.442,2315.452,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9469500_2009,15050100,2009,33.1695055,-110.5312109,14.508,21.2828,8508.0702,6.442,2315.452,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9469500_1917,15050100,1917,33.1695055,-110.5312109,22.1348,19.5439,8508.0702,6.442,2315.452,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
9469500_1903,15050100,1903,33.1695055,-110.5312109,15.3416,19.5711,8508.0702,6.442,2315.452,96.9716,0.2148,0.1204,0.5261,0.4683,0,0,0.0025,0,9.00E-04,0.0283,0.0297,0.0332,0.0095,0.0078,0,0.0086,0,0.7297,0.0605,0.0014,0.0787,0.0104,0.0014,0.1782,0.1295,0.0871,0,0.0094,0,0.0266,0.1007,0.0578,0.552,0,5.00E-04,0,0,0.007,0.536,0.4569
